Program,Site Name,City,State,Latitude,Longitude
RCRA,Harrison County Highway Dept,Cadiz,OH,40.284484,-81.000071
RCRA,Glacier Vandervell Inc,Caldwell,OH,39.732571,-81.522334
RCRA,Everest Intl C/O Ak Asset Mgmt Co,Cambridge,OH,40.032355,-81.599812
RCRA,Ncr Corporation,Cambridge,OH,40.014602,-81.567665
RCRA,Shieldalloy Metallurgical Corp,Cambridge,OH,39.986346,-81.574308
RCRA,"Envirite Of Ohio, Inc.",Canton,OH,40.775199,-81.369821
RCRA,North American Galvanizing Co,Canton,OH,40.779083,-81.386484
RCRA,Olymco Inc,Canton,OH,40.775899,-81.398968
RCRA,Republic Engineered Prod - Canton Plt,Canton,OH,40.806148,-81.403589
RCRA,Republic Technologies International,Canton,OH,40.806148,-81.403589
RCRA,Timken,Canton,OH,40.778812,-81.395075
RCRA,Valley Cores,Canton,OH,40.77908,-81.379337
RCRA,Adena Regional Medical Center,Chillicothe,OH,39.397137,-82.971708
RCRA,Former Wearever Facility,Chillicothe,OH,39.323548,-82.956675
RCRA,Mead Corp Mead Storage Depot,Chillicothe,OH,39.256336,-82.870372
RCRA,Union Spring & Mfg Corp,Chillicothe,OH,39.329118,-82.948834
RCRA,Borden Chemical Inc - Woodlawn,Cincinnati,OH,39.25716,-84.461498
RCRA,Bway Manufacturing Inc,Cincinnati,OH,39.139204,-84.3219
RCRA,Em Science,Cincinnati,OH,39.166477,-84.43553
RCRA,Environmental Enterprises Inc,Cincinnati,OH,39.164743,-84.518157
RCRA,Formica Corp,Cincinnati,OH,39.244943,-84.427055
RCRA,Ge Aircraft Engines,Cincinnati,OH,39.246401,-84.445556
RCRA,Klor Kleen Inc,Cincinnati,OH,39.137684,-84.541793
RCRA,Noveon Hilton Davis Inc,Cincinnati,OH,39.181111,-84.450556
RCRA,Rohm And Haas Chemicals Llc,Cincinnati,OH,39.234722,-84.437778
RCRA,Spring Grove Resource Recovery Inc,Cincinnati,OH,39.169277,-84.509766
RCRA,Dupont Circleville Plant,Circleville,OH,39.557367,-82.958929
RCRA,Ppg Industries Ohio Inc,Circleville,OH,39.557362,-82.958847
RCRA,Thomson Multimedia Inc,Circleville,OH,39.572861,-82.953209
RCRA,Charter Steel Tow Div,Cleveland,OH,41.453024,-81.632537
RCRA,Chemical Solvents Inc,Cleveland,OH,41.452485,-81.687711
RCRA,Chemical Solvents Inc,Cleveland,OH,41.45225,-81.685444
RCRA,Clean Harbors (Cleveland),Cleveland,OH,41.481986,-81.67242
RCRA,Cleveland Municipal Center,Cleveland,OH,41.501571,-81.649315
RCRA,Craftsmasters Div Evert Plating,Cleveland,OH,41.557578,-81.562422
RCRA,Diamond Hard Chrome Inc,Cleveland,OH,41.484122,-81.646988
RCRA,Diamond Hard Chrome Inc,Cleveland,OH,41.483277,-81.648304
RCRA,Eaglebrook Inc And Eaglebrook Transport,Cleveland,OH,41.569631,-81.553904
RCRA,Engelhard Corp,Cleveland,OH,41.447317,-81.687816
RCRA,Ferro Corp,Cleveland,OH,41.446788,-81.650472
RCRA,Ferro Corporation,Cleveland,OH,41.556217,-81.559429
RCRA,General Environmental Management Llc,Cleveland,OH,41.48529,-81.673563
RCRA,Gsx Chemical Services Of Ohio Inc,Cleveland,OH,41.479519,-81.700218
RCRA,Gsx Chemical Services Of Ohio Inc,Cleveland,OH,41.467963,-81.636195
RCRA,Isg Cleveland Inc,Cleveland,OH,41.474953,-81.661029
RCRA,L Gray Barrel & Drum Company,Cleveland,OH,41.482883,-81.625457
RCRA,Ltv Steel Company - Cleveland West,Cleveland,OH,41.458662,-81.692228
RCRA,Pure Tech Solvent Services Inc,Cleveland,OH,41.478746,-81.706923
RCRA,Reilly Industries Inc,Cleveland,OH,41.46571,-81.666985
RCRA,River Recycling Industries Inc,Cleveland,OH,41.442274,-81.680044
RCRA,Walker Heat Treating Inc,Cleveland,OH,41.449097,-81.759545
RCRA,Tri State Tank Cleaning Inc,Coal Grove,OH,38.494785,-82.650846
RCRA,Ashland Distribution Services,Columbus,OH,39.967923,-83.103236
RCRA,Decorative Surfaces Int'L Inc,Columbus,OH,39.989367,-82.99619
RCRA,Defense Supply Center Columbus,Columbus,OH,39.974028,-82.894589
RCRA,Harrison Enterprises Inc,Columbus,OH,40.075044,-82.863081
RCRA,Lucent Technologies,Columbus,OH,39.98046,-82.834697
RCRA,Uvonics Co Inc,Columbus,OH,39.969255,-83.061673
RCRA,Waste To Energy Facility,Columbus,OH,39.906718,-83.022682
RCRA,Ricerca Inc,Concord,OH,41.668991,-81.243882
RCRA,Cozart Landfill,Coolville,OH,39.215694,-81.856584
RCRA,3M Copley Chemical,Copley,OH,41.098416,-81.629786
RCRA,Clow Water Systems Company,Coshocton,OH,40.246405,-81.863645
RCRA,General Electric Co Ge Electromaterials,Coshocton,OH,40.254,-81.869372
RCRA,Steel Ceilings Inc,Coshocton,OH,40.277839,-81.866544
RCRA,Hull Pottery Co,Crooksville,OH,39.764655,-82.0946
RCRA,Alside Inc,Cuyahoga Falls,OH,41.174202,-81.508532
RCRA,American Steel & Wire Corp,Cuyahoga Heights,OH,41.441566,-81.656071
RCRA,Ashland Distribution Company,Dayton,OH,39.712067,-84.216507
RCRA,Delphi -  Dayton OH (Home Ave),Dayton,OH,39.747458,-84.238279
RCRA,Delphi Automotive Systems Llc,Dayton,OH,39.819844,-84.172416
RCRA,Delphi Harrison Thermal Systems Dayton,Dayton,OH,39.766208,-84.181152
RCRA,Dupont Electronic Polymers Lp,Dayton,OH,39.732463,-84.21913
RCRA,Duriron Co Inc The Foundry And Pump Div,Dayton,OH,39.778361,-84.161499
RCRA,Environmental Processing Services,Dayton,OH,39.782818,-84.190619
RCRA,Perma-Fix Of Dayton Inc,Dayton,OH,39.743446,-84.292321
RCRA,Republic Env Systems(Ohio),Dayton,OH,39.772891,-84.152881
RCRA,Gm Powertrain,Defiance,OH,41.28694,-84.31111
RCRA,Ranco North America,Delaware,OH,40.287875,-83.083614
RCRA,Amko Service Company/Dover Op,Dover,OH,40.529368,-81.492104
RCRA,Arizona Chemical,Dover,OH,40.508333,-81.475
RCRA,General Electric Co Dover Products Plant,Dover,OH,40.518128,-81.473765
RCRA,Stark Ceramics,East Canton,OH,40.783328,-81.29373
RCRA,Dispose All Refuse Inc,East Liverpool,OH,40.665003,-80.574914
RCRA,Von Roll America Inc,East Liverpool,OH,40.631389,-80.545278
RCRA,Ecological Services Inc,East Palestine,OH,40.818005,-80.522092
RCRA,Tubetech Inc,East Palestine,OH,40.834563,-80.5259
RCRA,U S Ceramic Tile Co,East Sparta,OH,40.659583,-81.356787
RCRA,United Musical Instruments Usa Inc,Eastlake,OH,41.632615,-81.444856
RCRA,Edgerton Metal Products,Edgerton,OH,41.446551,-84.745635
RCRA,Brush Wellman Inc,Elmore,OH,41.491012,-83.218256
RCRA,Degussa Initiators Llc,Elyria,OH,41.36232,-82.123619
RCRA,Engelhard Corporation,Elyria,OH,41.370084,-82.103046
RCRA,Realm Landfill,Elyria,OH,41.375383,-82.1399
RCRA,Boyer Signs & Graphics Inc,Euclid,OH,41.575718,-81.538538
RCRA,Detrex Corp,Euclid,OH,41.573755,-81.536601
RCRA,Findlay City Of,Findlay,OH,41.045729,-83.654357
RCRA,Fort Recovery Industries Inc,Fort Recovery,OH,40.458043,-84.784661
RCRA,National Electrical Carbon Corp,Fostoria,OH,41.157882,-83.405263
RCRA,Chemi-Trol Chemical Co,Gibsonburg,OH,41.377562,-83.229109
RCRA,Suburban Landfill Inc,Glenford,OH,39.911961,-82.250816
RCRA,"Ross Incineration Services, Inc.",Grafton,OH,41.321039,-82.034183
RCRA,Owens Corning Science And Tech Center,Granville,OH,40.05008,-82.554853
RCRA,Steel Abrasives Inc,Hamilton,OH,39.348564,-84.527697
RCRA,Pcs Purified Phosphates,Harrison,OH,39.278643,-84.691644
RCRA,Former Teledyne Monarch Rubber Plant 1,Hartville,OH,40.958333,-81.313889
RCRA,Teledyne Monarch Rubber Plants 2 And 5,Hartville,OH,40.989727,-81.346572
RCRA,Sunoco Chemicals - Haverhill Plt,Haverhill,OH,38.58969,-82.817247
RCRA,Meritor Heavy Vehicle Systems,Heath,OH,40.042028,-82.426884
RCRA,Safety-Kleen Systems Inc,Hebron,OH,39.983039,-82.479532
RCRA,Chevron Products Company,Hooven,OH,39.178333,-84.753889
RCRA,Glidden Company,Huron,OH,41.372222,-82.541667
RCRA,Ferro Corp Technical Center,Independence,OH,41.362002,-81.632362
RCRA,Dow Chemical,Ironton,OH,38.575,-82.791667
RCRA,Tiger Metal Services Inc,Ironton,OH,38.526942,-82.679961
RCRA,Apple Water Tower,Jackson,OH,39.027904,-82.658709
RCRA,Jackson Site No 2 City Of,Jackson,OH,39.064284,-82.617564
RCRA,Design Originals Inc,Jackson Center,OH,40.441534,-84.037269
RCRA,Lamson & Sessions Company,Kent,OH,41.145981,-81.366278
RCRA,Seal Master Corporation,Kent,OH,41.138189,-81.363825
RCRA,Durez Corporation,Kenton,OH,40.621111,-83.619722
RCRA,Delphi - Kettering OH,Kettering,OH,39.715492,-84.12992
RCRA,Bp Chemicals Inc,Lima,OH,40.714167,-84.132222
RCRA,Lima Refinery,Lima,OH,40.722291,-84.113316
RCRA,Randall Bearings Inc,Lima,OH,40.723617,-84.108495
RCRA,Superior Forge And Steel Corporation,Lima,OH,40.710404,-84.108401
RCRA,United States Steel Corp,Lorain,OH,41.445483,-82.136379
RCRA,Gm Lordstown,Lordstown,OH,41.144025,-80.886239
RCRA,Navo Lordstown Complex,Lordstown,OH,41.140593,-80.870326
RCRA,J&L Specialty Steel,Louisville,OH,40.835849,-81.274591
RCRA,Uretech International Inc,Luckey,OH,41.459972,-83.492432
RCRA,Malta Windows,Malta,OH,39.656667,-81.870556
RCRA,Colfor Manufacturing Inc,Malvern,OH,40.690923,-81.159757
RCRA,Ak Steel Mansfield Works,Mansfield,OH,40.784969,-82.523998
RCRA,R And D Chemical Co,Mansfield,OH,40.635338,-82.672465
RCRA,Richland County Landfill,Mansfield,OH,40.806667,-80.532778
RCRA,Tony Bandy  Park Ave East,Mansfield,OH,40.757917,-82.501083
RCRA,Chevron Phillips Chemical Co Lp,Marietta,OH,39.372778,-81.515278
RCRA,Cytech Industries Inc.,Marietta,OH,39.425545,-81.425138
RCRA,Solvay Advanced Polymers Llc,Marietta,OH,39.372222,-81.513889
RCRA,Marion Steel Company,Marion,OH,40.57187,-83.140811
RCRA,Wheeling Pittsburgh Steel (Martins Ferry),Martins Ferry,OH,40.10295,-80.713035
RCRA,Industrial Recovery Capital Co Of Ohio,Marysville,OH,40.232011,-83.363471
RCRA,The Scotts Company,Marysville,OH,40.188385,-83.334829
RCRA,Former Wki Facility - Remediation,Massillon,OH,40.804503,-81.520248
RCRA,Massillon Development,Massillon,OH,40.780506,-81.522097
RCRA,Austin Powder Company,Mcarthur,OH,39.254722,-82.427778
RCRA,Glacier Vandervell Inc,Mcconnelsville,OH,39.676689,-81.882195
RCRA,Gramac Enterprises Limited,Middlebranch,OH,40.89492,-81.32982
RCRA,Ak Steel Corporation Middletown Works,Middletown,OH,39.476944,-84.381667
RCRA,Structural Stoneware Inc,Minerva,OH,40.7253,-81.112163
RCRA,Wheeling Pittsburgh Steel (Stubenville South/Mingo Junction),Mingo Junction,OH,40.333008,-80.621742
RCRA,Former Delphi Harrison Thermal Sys,Moraine,OH,39.697462,-84.225337
RCRA,General Motors - Moraine Assembly,Moraine,OH,39.696238,-84.213924
RCRA,Gmc Moraine Engine Plant Gmptg,Moraine,OH,39.695945,-84.219171
RCRA,Campbell Soup Supply Co,Napoleon,OH,41.3975,-84.1075
RCRA,Hoge Lumber Co,New Knoxville,OH,40.885227,-83.902491
RCRA,Ge Betz,New Philadelphia,OH,40.454444,-81.403611
RCRA,Ohio Dept Of Transportation Headquarters,New Philadelphia,OH,40.493063,-81.469066
RCRA,Former Newark Air Force Base,Newark,OH,40.02369,-82.471399
RCRA,Owens Corning,Newark,OH,40.070635,-82.402451
RCRA,Simonds Industries Inc,Newcomerstown,OH,40.265997,-81.607993
RCRA,Hoover Co The Plt 1,North Canton,OH,40.87588,-81.402192
RCRA,Water Tower Square,North Olmsted,OH,41.415464,-81.924
RCRA,Retay'S Welding Co,North Ridgeville,OH,41.377098,-82.044444
RCRA,Evergreen Landfill,Northwood,OH,41.606058,-83.512313
RCRA,Bp Products North America-Toledo Refiner,Oregon,OH,41.679167,-83.449722
RCRA,Envirosafe Services Of Ohio Inc,Oregon,OH,41.667056,-83.468609
RCRA,Esoi Landfarming Site No 2,Oregon,OH,41.667056,-83.468609
RCRA,Beazer East Inc,Orrville,OH,40.844699,-81.744113
RCRA,Lg Philips Displays Usa Inc,Ottawa,OH,41.02579,-84.037316
RCRA,Lubrizol Corp The,Painesville,OH,41.721068,-81.27225
RCRA,Lafarge North America,Paulding,OH,41.177778,-84.601944
RCRA,Systech Environmental Corporation,Paulding,OH,41.181164,-84.621971
RCRA,Mansfield Plumbing Products Llc,Perrysville,OH,40.656196,-82.307525
RCRA,Us Doe Portsmouth Gaseous Diffusion Plan,Piketon,OH,39.008333,-83
RCRA,Ranco North America,Plain City,OH,40.123643,-83.272099
RCRA,Kelsey Hayes,Portsmouth,OH,38.732755,-82.969771
RCRA,Ohio Dept Of Transportation Dist R,Ravenna,OH,41.165018,-81.256122
RCRA,Hocking State Forest Wood Treating Plt,Rockbridge,OH,39.454099,-82.576102
RCRA,Robinson Ransbottom Pottery Co,Roseville,OH,39.819878,-82.062686
RCRA,Eljer Plumbingware Inc,Salem,OH,40.893632,-80.856801
RCRA,Bechtel Mclaughlin Inc,Sandusky,OH,41.424506,-82.680277
RCRA,Nasa Grc Plumbrook Station,Sandusky,OH,41.368256,-82.653733
RCRA,Visteon Sandusky Plant,Sandusky,OH,41.425757,-82.750855
RCRA,Scio Pottery Company,Scio,OH,40.398209,-81.09776
RCRA,Green Industries Inc,Sharonville,OH,39.283006,-84.404639
RCRA,Safety-Kleen Systems Inc,Sharonville,OH,39.291616,-84.405544
RCRA,American Trim Llc,Sidney,OH,40.28786,-84.177443
RCRA,Asf Keystone,Smith Township,OH,40.914444,-81.041667
RCRA,Cascade Corporation,Springfield,OH,39.910402,-83.771969
RCRA,Plm Properties Llc,Springfield,OH,39.971312,-83.851344
RCRA,Schott Metal Products Company,Springfield,OH,41.012255,-81.486796
RCRA,Barium & Chemicals Inc,Steubenville,OH,40.399378,-80.627504
RCRA,Wheeling Pittsburgh Steel (Stubenville North),Steubenville,OH,40.351944,-80.616944
RCRA,Portage Plating,Streetsboro,OH,41.251422,-81.345315
RCRA,Tiffin Foundry And Machine Inc,Tiffin,OH,41.12217,-83.194317
RCRA,"Safety Kleen Systems, Inc",Tipp City,OH,39.889041,-84.141764
RCRA,Dupont Ap Toledo Plant,Toledo,OH,41.695449,-83.589799
RCRA,Environmental Purification Ind,Toledo,OH,41.673959,-83.511224
RCRA,Textileather Corporation,Toledo,OH,41.690574,-83.528051
RCRA,Timet,Toronto,OH,40.449444,-80.610833
RCRA,Delphi Energy & Chassis Systems,Vandalia,OH,39.898842,-84.198736
RCRA,Vickery Environmental Inc,Vickery,OH,41.370697,-82.955974
RCRA,Ferro Corporation,Walton Hills,OH,41.372795,-81.530008
RCRA,Delphi Automotive Systems,Warren,OH,41.268799,-80.841443
RCRA,Thomas Steel Strip Corp,Warren,OH,41.237508,-80.846774
RCRA,Wci Steel Inc,Warren,OH,41.227683,-80.813377
RCRA,Parker Hannifin Corp,Waverly,OH,39.102652,-82.998965
RCRA,Southern Wood Piedmont Co,Waverly,OH,39.076382,-82.961696
RCRA,Rohm And Haas Chemicals Llc,West Alexandria,OH,39.743053,-84.526255
RCRA,Onyx Environmental Services,West Carrollton,OH,39.68568,-84.275625
RCRA,American Metals Corporation,Westlake,OH,41.473171,-81.950476
RCRA,Borden Chemical Printing Ink Div,Whitehouse,OH,41.519019,-83.801609
RCRA,Lubrizol Corporation,Wickliffe,OH,41.611206,-81.482916
RCRA,Thermal Treatment Center,Wickliffe,OH,41.608616,-81.488249
RCRA,Cecos International,Williamsburg,OH,39.135217,-84.052605
RCRA,Odnr Cowan Lake State Park,Wilmington,OH,39.378884,-83.883076
RCRA,Astrocosmos Metallurgical Inc,Wooster,OH,40.801622,-81.99791
RCRA,Carboline Co,Xenia,OH,39.699082,-83.941106
RCRA,Vernay Laboratories Inc,Yellow Springs,OH,39.80318,-83.906106
RCRA,Yellow Springs Instrument Co Inc,Yellow Springs,OH,39.789319,-83.900605
RCRA,Wheeling-Pittsburgh Steel Corporation Yo,Yorkville,OH,40.15903,-80.703702
RCRA,Beazer East Inc,Youngstown,OH,41.117863,-80.638278
RCRA,Ak Steel Corporation - Zanesville Works,Zanesville,OH,39.9625,-81.998056
RCRA,Burnham Foundry,Zanesville,OH,39.955927,-82.036659
RCRA,Southside Collision,Zanesville,OH,39.881783,-82.07791
RCRA,United Techologies Automotive Parts Div,Zanesville,OH,39.964557,-81.998169
RCRA,Us Altus Air Force Base,Altus Afb,OK,34.660397,-99.284454
RCRA,"T. P. I.  Petroleum, Inc. A Valero Co",Ardmore,OK,34.204722,-97.104722
RCRA,Zinc Corporation Of America,Bartlesville,OK,36.743484,-95.996193
RCRA,Huffman Wood Preserving Co Inc,Broken Bow,OK,34.024693,-94.733696
RCRA,Thomason Lumber Co,Broken Bow,OK,34.022728,-94.728439
RCRA,"Halliburton Energy Services, Inc.",Duncan,OK,34.49,-97.9436
RCRA,Federal Correction Institution,El Reno,OK,35.536163,-98.008659
RCRA,Union Pacific - Anadarko [Old Enid Ref],Enid,OK,36.414246,-97.841324
RCRA,"Us Ft.Sill Hq Afacfs Dps, Env Div",Fort Sill,OK,34.654167,-98.373056
RCRA,Greenway Environmental Inc,Haskell,OK,35.875,-95.75
RCRA,Mixon Brothers Wood Preserving Inc,Idabel,OK,33.908543,-94.84082
RCRA,Madewell And Madewell Inc,Jones,OK,35.565903,-97.270508
RCRA,Tricat Inc,Mcalester,OK,34.930257,-95.713018
RCRA,Us Mcalester Army Ammunition Plant,Mcalester,OK,34.846886,-95.898666
RCRA,Ferguson Dump/Wichita Mtn Wildlife Refug,Medicine Park,OK,34.729466,-98.506859
RCRA,Bridgestone/Firestone Na Tire Llc Okc,Oklahoma City,OK,35.442375,-97.649551
RCRA,Lucent Technologies,Oklahoma City,OK,35.466896,-97.645332
RCRA,Safety-Kleen Systems Inc (Wheatland),Oklahoma City,OK,35.403751,-97.64537
RCRA,Conocophillips Refinery/Technology Site,Ponca City,OK,36.6825,-97.088611
RCRA,"Norit Americas Inc., Pryor Facility",Pryor,OK,36.235306,-95.287575
RCRA,"Eagle-Picher Tech., Llc, Eom Dept.",Quapaw,OK,36.967917,-94.751389
RCRA,Eagle-Pitcher Tech Llc (Boron),Quapaw,OK,36.973988,-94.767197
RCRA,Cavenham Forest Industries Inc,Sallisaw,OK,35.465305,-94.815742
RCRA,Sheffield Steel Corporation,Sand Springs,OK,36.132935,-96.120911
RCRA,Allied Materials Corporation,Stroud,OK,35.747864,-96.640388
RCRA,Us Tinker Air Force Base,Tinker Afb,OK,35.424722,-97.377778
RCRA,American Airlines (M&E) Center,Tulsa,OK,36.208363,-95.873207
RCRA,Perma-Fix Trmt. Svc.,Tulsa,OK,36.12323,-96.021126
RCRA,Safety-Kleen Systems Inc (Tulsa),Tulsa,OK,36.172962,-95.795151
RCRA,Sinclair Oil Corporation-Tulsa Refinery,Tulsa,OK,36.123056,-96.000278
RCRA,"Sun, Inc. (R&M)",Tulsa,OK,36.1375,-96.011389
RCRA,Us Air Force Plant #3 Mcdonnell Douglas,Tulsa,OK,36.190163,-95.874527
RCRA,Us Vance Air Force Base,Vance Afb,OK,36.337132,-97.916611
RCRA,"Clean Harbors Lone Mountain, Llc",Waynoka,OK,36.4375,-98.805
RCRA,Wynnewood Refining Company,Wynnewood,OK,34.635,-97.168056
RCRA,Xerox Corporation,Yukon,OK,35.4691,-97.719
RCRA,Northwest Industries,Albany,OR,44.61007,-123.113648
RCRA,Pacific Fabricators & Construt,Albany,OR,44.603217,-123.096911
RCRA,Wah Chang,Albany,OR,44.660833,-123.064166
RCRA,Chemical Waste Management Of T,Arlington,OR,45.60361,-120.289556
RCRA,Columbia Helicopters Inc,Aurora,OR,45.259723,-122.758565
RCRA,Tektronix,Beaverton,OR,45.499119,-122.818469
RCRA,Safety Kleen Corporation 7-148,Clackamas,OR,45.407714,-122.540364
RCRA,Safety Kleen Systems Inc 7-148,Clackamas,OR,45.402319,-122.530292
RCRA,Evanite Fiber Corp Battery Sep,Corvallis,OR,44.553088,-123.2604
RCRA,Roseburg Forest Products Dilla,Dillard,OR,43.087868,-123.415779
RCRA,J H Baxter & Co Eugene,Eugene,OR,44.061667,-123.15
RCRA,Potter Manufacturing Co,Eugene,OR,44.067776,-123.116197
RCRA,Willmette Valley Co Wvc Technologies (Aka Velco/Eclectic),Eugene,OR,44.058213,-123.160941
RCRA,Permapost Products Company Inc,Hillsboro,OR,45.499,-122.9124
RCRA,Mew Data Arms,Klamath Falls,OR,42.219045,-121.772812
RCRA,Baron Blakeslee,Portland,OR,45.565437,-122.573329
RCRA,Boeing Of Portland,Portland,OR,45.545571,-122.468064
RCRA,Oregon Steel Mills Inc,Portland,OR,45.625438,-122.780205
RCRA,Univar (Formerly Vopak Aka Van Waters & Rogers Inc),Portland,OR,45.550679,-122.722441
RCRA,Marion County Dept Of Public W,Salem,OR,44.972258,-122.957248
RCRA,Safety Kleen Systems Inc,Springfield,OR,44.063921,-123.034544
RCRA,Lockheed Martin Corporation,The Dalles,OR,45.624444,-121.206944
RCRA,Cascade Wood Products Inc,White City,OR,42.437539,-122.852124
RCRA,Berkley Prods. Co. Inc.,Akron,PA,40.14913,-76.208892
RCRA,Alcoa Technical Center,Alcoa Center,PA,40.544722,-79.651111
RCRA,Ltv Steel,Aliquippa,PA,40.612778,-80.241944
RCRA,Aerc.Com Inc,Allentown,PA,40.568095,-75.47796
RCRA,Allentown Paint Co.,Allentown,PA,40.610607,-75.475117
RCRA,B Braun Medical Inc,Allentown,PA,40.625628,-75.401
RCRA,Black & Decker,Allentown,PA,40.58006,-75.476822
RCRA,Chain Bike Corp.,Allentown,PA,40.66335,-75.432643
RCRA,Prior Coated Metals,Allentown,PA,40.566914,-75.477942
RCRA,Safety-Kleen Systems Inc.,Allentown,PA,40.591551,-75.586967
RCRA,Submicron Systems Inc,Allentown,PA,40.594448,-75.601286
RCRA,Anvil Products Inc,Allison Park,PA,40.555556,-79.958333
RCRA,Skf Usa Inc.,Altoona,PA,40.475213,-78.401983
RCRA,Cognis Corp.,Ambler,PA,40.16041,-75.23326
RCRA,Us Army Ft Indiantown Gap Training Site,Annville,PA,40.428508,-76.579315
RCRA,Lockheed Martin Archbald,Archbald,PA,41.4968,-75.566484
RCRA,Railway Maint. Products Div.,Aspinwall,PA,40.486676,-79.888615
RCRA,Action Mfg. Co. Plant 5,Atglen,PA,39.900232,-75.968017
RCRA,Quebecor World Atglen Inc.,Atglen,PA,39.951025,-75.947317
RCRA,Ingersoll-Rand Athens Plant,Athens,PA,41.962289,-76.52009
RCRA,Safety-Kleen Systems Inc.,Athens,PA,41.943497,-76.52994
RCRA,Ppl Martins Creek Ses(Was Pa Power&Light-Pad000765388),Bangor,PA,40.802355,-75.110594
RCRA,Keystone Cement Co.,Bath,PA,40.716028,-75.39875
RCRA,Envirotrol Inc. Beaver Falls,Beaver Falls,PA,40.770927,-80.3285
RCRA,Koppel Steel Corp.,Beaver Falls,PA,40.839444,-80.321111
RCRA,Standard Steel Specialty Co.,Beaver Falls,PA,40.775556,-80.331667
RCRA,Kennametal Inc.,Bedford,PA,40.031944,-78.486667
RCRA,Cerro Products Co,Bellefonte,PA,40.918487,-77.786349
RCRA,"Elf Atochem North America, Inc.",Bensalem,PA,40.071436,-74.941328
RCRA,Rohm & Haas Co.,Bensalem,PA,40.082759,-74.928388
RCRA,Bethlehem Apparatus Co. Inc,Bethlehem,PA,40.625992,-75.354873
RCRA,Isg Tecumseh Redevelopment Inc.(Lehigh Valley Ind Pk),Bethlehem,PA,40.612152,-75.345842
RCRA,Sensient Technical Colors,Birdsboro,PA,40.27992,-75.855778
RCRA,Western Berks Refuse Authority,Birdsboro,PA,40.305668,-75.911542
RCRA,Cabot Performance Materials,Boyertown,PA,40.344456,-75.614609
RCRA,American Refining Group,Bradford,PA,41.966389,-78.62944
RCRA,American Refining Group,Bradford,PA,41.966389,-78.62944
RCRA,Bradford Electronics Inc.,Bradford,PA,41.946008,-78.643727
RCRA,Dresser Ind.,Bradford,PA,41.960869,-78.645345
RCRA,Tube Methods Inc.,Bridgeport,PA,40.1048,-75.3416
RCRA,Exide Pittsburgh Service Center,Bridgeville,PA,40.365616,-80.102183
RCRA,Ge Lighting Llc Bridgeville Glass,Bridgeville,PA,40.364756,-80.104042
RCRA,Geii Pittsburgh Svc. Ctr.,Bridgeville,PA,40.357233,-79.910344
RCRA,Koppers Co. Inc.,Bridgeville,PA,40.359722,-80.125
RCRA,Mayco Oil & Chemical Co.,Bristol,PA,40.101108,-74.855515
RCRA,Rohm & Haas Co.,Bristol,PA,40.0933,-74.8686
RCRA,Max Environmental Technologies Inc.,Bulger,PA,40.386944,-80.3125
RCRA,Ak Steel Inc.,Butler,PA,40.847529,-79.917746
RCRA,Lord Corp,Cambridge Springs,PA,41.802909,-80.061456
RCRA,A M O Pollution Services Inc.,Canonsburg,PA,40.250278,-80.1175
RCRA,Pennsylvania Transformer Technology,Canonsburg,PA,40.267833,-80.167392
RCRA,Molycorp Inc. Washington Plt.,Canton Township,PA,40.171615,-80.27553
RCRA,Carlisle Syntec Inc,Carlisle,PA,40.199781,-77.217035
RCRA,World Kitchens Charleroi,Charleroi,PA,40.14161,-79.901048
RCRA,Kimberly Clark Pennsylvania Llc,Chester,PA,39.846667,-75.357222
RCRA,Peco Energy Co. Gould Chemclear,Chester,PA,39.833112,-75.381436
RCRA,Safety Kleen Sys. Inc.,Clairton,PA,40.304641,-79.978502
RCRA,Us Steel Clairton Works,Clairton,PA,40.295203,-79.874604
RCRA,Sandvik Steel Co.,Clarks Summit,PA,41.531528,-75.66494
RCRA,Clifton Precision North,Clifton Heights,PA,39.9309,-75.2882
RCRA,Advanced Environmental Technical Sv,Coatesville,PA,39.9713,-75.8483
RCRA,Isg Plate Llc Coatesville (Bethlehem Lukens Plate),Coatesville,PA,39.983013,-75.827911
RCRA,Coinco Inc. Dba Morco,Cochranton,PA,41.517263,-80.045314
RCRA,Superior Tube Co.,Collegeville,PA,40.186695,-75.436516
RCRA,C & D Technologies Llc,Conshohocken,PA,40.07211,-75.298797
RCRA,Lonza Riverside Plant,Conshohocken,PA,40.085613,-75.324905
RCRA,T Thermal Inc,Conshohocken,PA,40.090873,-75.3097
RCRA,Univar Usa Inc,Coraopolis,PA,40.454243,-80.17552
RCRA,Morgan Pure Carbon Co.,Coudersport,PA,41.775314,-78.002412
RCRA,Alcoa Extrusions Inc.,Cressona,PA,40.632823,-76.187842
RCRA,L3 Communications Electro Fab,Croydon,PA,40.081733,-74.899524
RCRA,Penn Engineering & Manufacturing Co.,Danboro,PA,40.375,-75.125
RCRA,Aldan Inds. Inc.,Danville,PA,40.961124,-76.574694
RCRA,Trw Automotive Danville Valve Plt.,Danville,PA,40.957988,-76.612117
RCRA,Sentry Pain Technologies,Darby,PA,39.91666,-75.260574
RCRA,Envirotrol Inc. Darlington,Darlington,PA,40.796995,-80.467998
RCRA,Industrial Wastes Inc.,Darlington,PA,40.814558,-80.515025
RCRA,Dixon Ticonderoga Co. Deer Lake,Deer Lake,PA,40.627648,-76.06488
RCRA,Laird Technologies Inc,Delaware Water Gap,PA,40.985278,-75.141667
