OPD ID,OCS Block,OCS Block Label
NH16-10,501,501
NH17-10,503,503
NH16-12,505,505
TX6,A  51,A51
NH16-10,502,502
NH17-10,504,504
NH16-12,504,504
NH16-10,503,503
NH17-10,505,505
NH16-12,503,503
TX7C,A 262,A262
TX6,A  52,A52
NH16-10,504,504
NH17-10,506,506
NH16-12,502,502
LA3C,102,102
LA3C,101,101
LA3C,100,100
NH16-10,505,505
NH17-10,507,507
NH16-12,501,501
LA3C,99,99
LA3C,98,98
LA3C,97,97
NH16-10,506,506
NH17-10,508,508
NH16-12,500,500
TX6,A  53,A53
TX7C,A 263,A263
LA3C,96,96
LA3C,95,95
NH16-10,507,507
NH16-12,499,499
LA4,266,266
LA4,265,265
NH16-10,508,508
NH16-12,498,498
LA4,264,264
LA4,263,263
TX6,A  54,A54
LA4,262,262
LA4,261,261
LA4,260,260
LA4,259,259
LA4,258,258
LA4,257,257
NH16-10,509,509
NH16-12,497,497
TX7C,A 264,A264
NH16-10,510,510
NH16-12,496,496
TX6,A  55,A55
NH16-10,511,511
NH16-12,495,495
NH16-10,512,512
NH16-12,494,494
TX7C,A 265,A265
NH16-10,513,513
NH16-12,493,493
TX6,A  56,A56
NH16-10,514,514
NH16-12,492,492
NH16-10,515,515
NH16-12,491,491
NH16-10,516,516
NH16-12,490,490
TX7C,A 266,A266
TX6,463,463
NH16-10,517,517
NH16-12,489,489
NH16-10,518,518
NH16-12,488,488
NH16-10,519,519
NH16-12,487,487
TX6,462,462
NH16-10,520,520
NH16-12,486,486
TX7C,A 267,A267
NH16-10,521,521
NH16-12,485,485
NH16-10,522,522
NH16-11,525,525
TX6,461,461
NH16-10,523,523
NH16-11,524,524
NH16-10,524,524
NH16-11,523,523
NH16-10,525,525
NH16-11,522,522
TX7B,A 416,A416
NH16-11,485,485
NH16-11,521,521
NH16-11,486,486
NH16-11,520,520
TX6,460,460
NH16-11,487,487
NH16-11,519,519
NH16-11,488,488
NH16-11,518,518
NH16-11,489,489
NH16-11,517,517
NH16-11,490,490
NH16-11,516,516
NH16-11,491,491
NH16-11,515,515
TX5,459,459
NH16-11,492,492
TX7B,A 415,A415
NH16-11,514,514
NH16-11,493,493
NH16-11,513,513
NH16-11,494,494
NH16-11,512,512
NH16-11,495,495
NH16-11,511,511
NH16-11,496,496
NH16-11,510,510
NH16-11,497,497
NH16-11,509,509
NH16-11,498,498
NH16-11,508,508
NH16-11,499,499
NH16-11,507,507
NH16-11,500,500
NH16-11,506,506
NH16-11,501,501
NH16-11,505,505
NH16-11,502,502
NH16-11,503,503
NH16-11,504,504
TX5,458,458
LA6,183,183
TX7B,A 414,A414
LA6,184,184
LA6,185,185
TX5,457,457
LA6,186,186
LA6,187,187
LA6,188,188
TX7B,A 413,A413
LA6,189,189
TX5,456,456
LA6,190,190
LA6,191,191
TX5,455,455
TX7B,A 412,A412
TX5,454,454
TX7B,A 411,A411
TX5,453,453
LA4,246,246
LA2A,262,262
TX5,452,452
TX7B,A 410,A410
LA2A,261,261
LA2A,260,260
LA2A,259,259
TX5,451,451
LA2A,258,258
NH15-12,482,482
TX7B,A 409,A409
LA2A,257,257
NH15-12,481,481
TX5,450,450
LA1B,496,496
LA2A,256,256
NH17-10,441,441
LA2A,255,255
LA1B,495,495
LA2A,254,254
TX7B,A 408,A408
TX5,449,449
NH17-10,442,442
NH16-12,478,478
LA1B,494,494
LA1B,493,493
TX5,448,448
NH16-10,441,441
NH17-10,443,443
NH16-12,477,477
TX7B,A 407,A407
LA6,192,192
LA1B,492,492
LA6,193,193
NH16-10,442,442
NH17-10,444,444
NH16-12,476,476
LA6,194,194
LA1B,491,491
LA6,195,195
LA6,196,196
LA5,212,212
LA5,213,213
LA1B,490,490
NH16-10,443,443
NH17-10,445,445
TX7B,A 406,A406
NH16-12,475,475
LA5,214,214
LA5,215,215
LA5,216,216
LA5,217,217
LA5,218,218
LA1B,489,489
LA5,219,219
LA5,220,220
LA5,221,221
LA5,222,222
LA5,223,223
NH16-10,444,444
NH17-10,446,446
NH16-12,474,474
LA1B,488,488
TX7B,A 405,A405
LA3B,262,262
LA1B,487,487
NH16-10,445,445
NH17-10,447,447
NH16-12,473,473
LA3B,263,263
LA1B,486,486
LA3B,264,264
NH16-10,446,446
NH17-10,448,448
NH16-12,472,472
LA3B,265,265
LA1B,485,485
TX7B,A 404,A404
LA3B,266,266
LA7A,97,97
LA1B,484,484
NH16-10,447,447
NH17-10,449,449
LA3B,267,267
NH16-12,471,471
LA7A,96,96
LA3B,268,268
LA7A,95,95
LA3B,269,269
NH17-10,450,450
NH16-10,448,448
NH16-12,470,470
LA3B,270,270
TX6,A  45,A45
LA3B,271,271
NH16-10,449,449
NH17-10,451,451
NH16-12,469,469
NH16-10,450,450
NH17-10,452,452
TX6,A  44,A44
NH16-12,468,468
NH16-10,451,451
NH17-10,453,453
NH16-12,467,467
TX6,A  43,A43
NH16-10,452,452
NH17-10,454,454
NH16-12,466,466
NH16-10,453,453
NH17-10,455,455
NH16-12,465,465
TX6,A  42,A42
NH17-10,456,456
NH16-10,454,454
NH16-12,464,464
NH16-10,455,455
NH17-10,457,457
NH16-12,463,463
TX7A,A 259,A259
TX6,A  41,A41
NH16-10,456,456
NH17-10,458,458
NH16-12,462,462
LA3C,87,87
LA3C,88,88
TX7A,A 258,A258
LA3C,89,89
NH16-10,457,457
NH17-10,459,459
NH16-12,461,461
LA3C,90,90
LA3C,91,91
LA3C,92,92
TX6,A  40,A40
NH16-10,458,458
NH17-10,460,460
LA3C,93,93
NH16-12,460,460
LA3C,94,94
LA4,247,247
LA4,248,248
LA4,249,249
LA4,250,250
NH17-10,461,461
NH16-10,459,459
LA4,251,251
NH16-12,459,459
LA4,252,252
LA4,253,253
LA4,254,254
LA4,255,255
TX7A,A 257,A257
LA4,256,256
TX6,A  39,A39
NH16-10,460,460
NH17-10,462,462
NH16-12,458,458
NH16-10,461,461
NH17-10,463,463
NH16-12,457,457
NH16-10,462,462
NH17-10,464,464
TX6,A  38,A38
NH16-12,456,456
TX7A,A 256,A256
NH16-10,463,463
NH16-12,455,455
NH16-10,464,464
NH16-12,454,454
TX6,A  37,A37
NH16-10,465,465
NH16-12,453,453
TX7A,A 255,A255
NH16-10,466,466
NH16-12,452,452
TX6,A  36,A36
NH16-10,467,467
NH16-12,451,451
NH16-10,468,468
NH16-12,450,450
TX7A,A 254,A254
NH16-10,469,469
NH16-12,449,449
TX6,425,425
NH16-10,470,470
NH16-12,448,448
NH16-10,471,471
NH16-12,447,447
NH16-10,472,472
NH16-12,446,446
TX7A,A 253,A253
TX6,426,426
NH16-10,473,473
NH16-12,445,445
NH16-10,474,474
NH16-12,444,444
NH16-10,475,475
NH16-12,443,443
TX6,427,427
NH16-10,476,476
NH16-12,442,442
TX7A,A 252,A252
NH16-10,477,477
NH16-12,441,441
NH16-10,478,478
NH16-11,481,481
TX6,428,428
NH16-10,479,479
NH16-11,480,480
NH16-10,480,480
NH16-11,479,479
NH16-10,481,481
NH16-11,478,478
TX7,A 154,A154
NH16-11,441,441
NH16-11,477,477
LA6,182,182
NH16-11,442,442
TX6,429,429
NH16-11,476,476
NH16-11,443,443
NH16-11,475,475
LA6,181,181
NH16-11,444,444
NH16-11,474,474
LA6,180,180
NH16-11,445,445
NH16-11,473,473
NH16-11,446,446
NH16-11,472,472
LA6,179,179
NH16-11,447,447
NH16-11,471,471
TX5,430,430
TX7,A 155,A155
NH16-11,448,448
LA6,178,178
NH16-11,470,470
LA4,245,245
NH16-11,449,449
NH16-11,469,469
NH16-11,450,450
NH16-11,468,468
LA6,177,177
NH16-11,451,451
NH16-11,467,467
NH16-11,452,452
NH16-11,466,466
LA6,176,176
NH16-11,453,453
NH16-11,465,465
NH16-11,454,454
NH16-11,464,464
NH16-11,455,455
NH16-11,463,463
NH16-11,456,456
NH16-11,462,462
NH16-11,457,457
NH16-11,461,461
NH16-11,458,458
NH16-11,459,459
NH16-11,460,460
LA6,175,175
LA6,174,174
TX5,431,431
TX7,A 156,A156
TX5,432,432
TX7,A 157,A157
TX5,433,433
TX5,434,434
TX7,A 158,A158
LA2A,245,245
LA2A,246,246
TX5,435,435
LA2A,247,247
LA2A,248,248
TX7,A 159,A159
LA2A,249,249
TX5,436,436
LA2A,250,250
LA1B,471,471
LA2A,251,251
LA2A,252,252
TX5,437,437
TX7,A 160,A160
LA1B,472,472
LA6,173,173
LA2A,253,253
LA6,172,172
LA6,171,171
LA1B,473,473
LA6,170,170
TX5,438,438
LA6,169,169
LA5,211,211
LA5,210,210
NH15-12,438,438
LA1B,474,474
TX7,A 161,A161
LA5,209,209
LA5,208,208
LA5,207,207
LA5,206,206
LA5,205,205
NH15-12,437,437
TX5,439,439
LA5,204,204
LA1B,475,475
LA5,203,203
LA5,202,202
LA5,201,201
LA5,200,200
NH17-10,397,397
LA1B,476,476
TX7,A 162,A162
NH17-10,398,398
NH16-12,434,434
LA1B,477,477
LA1B,478,478
NH17-10,399,399
NH16-10,397,397
NH16-12,433,433
TX7,A 163,A163
LA1B,479,479
NH16-10,398,398
NH17-10,400,400
LA3B,261,261
LA1B,480,480
NH16-12,432,432
LA3B,260,260
LA1B,481,481
LA3B,259,259
NH17-10,401,401
NH16-10,399,399
TX7,A 164,A164
NH16-12,431,431
LA3B,258,258
LA1B,482,482
LA3B,257,257
LA7A,92,92
LA1B,483,483
NH17-10,402,402
NH16-10,400,400
LA3B,256,256
LA7A,93,93
NH16-12,430,430
LA3B,255,255
LA7A,94,94
LA3B,254,254
TX7,A 165,A165
NH16-10,401,401
NH17-10,403,403
LA3B,253,253
NH16-12,429,429
LA3B,252,252
NH17-10,404,404
NH16-10,402,402
NH16-12,428,428
TX7,A 166,A166
NH16-10,403,403
NH17-10,405,405
NH16-12,427,427
NH16-10,404,404
NH17-10,406,406
NH16-12,426,426
TX6,A  28,A28
NH16-10,405,405
NH17-10,407,407
NH16-12,425,425
NH17-10,408,408
NH16-10,406,406
TX6,A  29,A29
NH16-12,424,424
NH16-10,407,407
NH17-10,409,409
NH16-12,423,423
TX6,A  30,A30
NH16-10,408,408
NH17-10,410,410
NH16-12,422,422
LA3C,86,86
LA3C,85,85
NH16-10,409,409
NH17-10,411,411
LA3C,84,84
NH16-12,421,421
LA3C,83,83
LA4,243,243
LA3C,82,82
TX6,A  31,A31
LA4,242,242
LA3C,81,81
NH16-10,410,410
NH17-10,412,412
LA4,241,241
NH16-12,420,420
LA4,240,240
LA3C,80,80
LA4,239,239
LA3C,79,79
LA4,238,238
LA4,237,237
LA4,236,236
LA4,235,235
LA4,234,234
NH16-10,411,411
NH17-10,413,413
NH16-12,419,419
TX6,A  32,A32
NH16-10,412,412
NH17-10,414,414
NH16-12,418,418
TX7A,A 245,A245
NH16-10,413,413
NH17-10,415,415
NH16-12,417,417
TX6,A  33,A33
NH16-10,414,414
NH17-10,416,416
NH16-12,416,416
NH16-10,415,415
NH17-10,417,417
NH16-12,415,415
TX7A,A 246,A246
TX6,A  34,A34
NH17-10,418,418
NH16-10,416,416
NH16-12,414,414
NH17-10,419,419
NH16-10,417,417
NH16-12,413,413
NH17-10,420,420
NH16-10,418,418
TX6,A  35,A35
TX7A,A 247,A247
NH16-12,412,412
NH17-10,421,421
NH16-10,419,419
NH16-12,411,411
NH16-10,420,420
NH16-12,410,410
TX6,424,424
NH16-10,421,421
NH16-12,409,409
TX7A,A 248,A248
NH16-10,422,422
NH16-12,408,408
TX6,423,423
NH16-10,423,423
NH16-12,407,407
NH16-10,359,359
NH16-10,424,424
NH16-12,406,406
TX7A,A 249,A249
LA4,244,244
NH16-10,358,358
NH16-10,425,425
NH16-12,405,405
TX6,422,422
NH16-10,426,426
NH16-12,404,404
NH16-10,427,427
NH16-12,403,403
NH16-10,428,428
TX7A,A 250,A250
NH16-12,402,402
TX6,421,421
NH16-10,429,429
NH16-12,401,401
NH16-10,430,430
NH16-12,400,400
LA6,155,155
NH16-10,431,431
NH16-12,399,399
TX6,420,420
LA6,156,156
NH16-10,432,432
NH16-12,398,398
TX7A,A 251,A251
LA6,157,157
NH16-10,433,433
NH16-12,397,397
LA6,158,158
NH16-10,434,434
NH16-11,437,437
LA6,159,159
TX6,419,419
NH16-10,435,435
NH16-11,436,436
LA6,160,160
NH16-10,436,436
NH16-11,435,435
LA6,161,161
NH16-10,437,437
NH16-11,434,434
LA6,162,162
TX7,A 153,A153
LA6,163,163
NH16-11,397,397
NH16-11,433,433
TX6,418,418
NH16-11,398,398
NH16-11,432,432
NH16-11,399,399
NH16-11,431,431
NH16-11,400,400
NH16-11,430,430
NH16-11,401,401
NH16-11,429,429
NH16-11,402,402
NH16-11,428,428
NH16-11,403,403
NH16-11,427,427
TX5,417,417
TX7,A 152,A152
NH16-11,404,404
NH16-11,426,426
NH16-11,405,405
NH16-11,425,425
NH16-11,406,406
NH16-11,424,424
NH16-11,407,407
NH16-11,423,423
NH16-11,408,408
NH16-11,422,422
NH16-11,409,409
NH16-11,421,421
NH16-11,410,410
NH16-11,420,420
NH16-11,411,411
NH16-11,419,419
NH16-11,412,412
NH16-11,418,418
NH16-11,413,413
NH16-11,417,417
NH16-11,414,414
NH16-11,415,415
NH16-11,416,416
TX5,416,416
TX7,A 151,A151
LA2A,244,244
TX5,415,415
LA2A,243,243
TX7,A 150,A150
LA2A,242,242
TX5,414,414
LA6,164,164
LA2A,241,241
LA6,165,165
LA6,166,166
LA2A,240,240
LA6,167,167
LA6,168,168
TX5,413,413
LA2A,239,239
LA5,188,188
TX7,A 149,A149
LA1B,470,470
LA5,189,189
LA5,190,190
LA2A,238,238
LA5,191,191
LA2A,237,237
LA5,192,192
NH16-10,363,363
LA5,193,193
LA5,194,194
LA1B,469,469
LA5,195,195
LA2A,236,236
LA5,196,196
LA5,197,197
LA5,198,198
LA5,199,199
TX5,412,412
LA1B,468,468
TX7,A 148,A148
TX5,411,411
LA1B,467,467
LA1B,466,466
TX7,A 147,A147
TX5,410,410
LA1B,465,465
LA1B,464,464
TX5,409,409
LA1B,463,463
NH15-12,394,394
TX7,A 146,A146
LA1B,462,462
NH15-12,393,393
NH17-10,353,353
LA3,242,242
LA1B,461,461
LA3,243,243
TX7,A 145,A145
LA1B,460,460
NH17-10,354,354
LA3,244,244
NH16-12,390,390
LA3,245,245
LA1B,459,459
LA3,246,246
LA7A,91,91
LA1B,458,458
NH16-10,353,353
NH17-10,355,355
LA3,247,247
NH16-12,389,389
LA7A,90,90
TX7,A 144,A144
LA3,248,248
LA7A,89,89
LA3,249,249
NH16-10,354,354
NH17-10,356,356
LA3,250,250
NH16-12,388,388
LA3,251,251
NH16-10,355,355
NH17-10,357,357
TX7,A 143,A143
NH16-12,387,387
NH16-10,356,356
NH17-10,358,358
NH16-12,386,386
NH16-10,357,357
TX7,A 142,A142
NH17-10,359,359
NH16-12,385,385
NH17-10,360,360
NH16-12,384,384
TX7,A 141,A141
NH17-10,361,361
NH16-12,383,383
NH16-10,360,360
NH17-10,362,362
NH16-12,382,382
TX6,A  27,A27
NH16-10,361,361
NH17-10,363,363
NH16-12,381,381
LA3C,71,71
LA3C,72,72
LA4,224,224
LA4,225,225
LA3C,73,73
LA4,226,226
LA4,227,227
LA4,228,228
LA3C,74,74
NH17-10,364,364
NH16-10,362,362
NH16-10,363A,363A
LA4,229,229
TX6,A  26,A26
LA4,230,230
NH16-12,380,380
LA4,231,231
LA4,232,232
LA4,233,233
LA3C,75,75
LA3C,76,76
LA3C,77,77
LA3C,78,78
NH17-10,365,365
NH16-12,379,379
TX6,A  25,A25
NH16-10,364,364
NH17-10,366,366
NH16-12,378,378
NH16-10,365,365
NH17-10,367,367
NH16-12,377,377
TX6,A  24,A24
NH16-10,366,366
NH17-10,368,368
NH16-12,376,376
NH16-10,367,367
NH17-10,369,369
NH16-12,375,375
TX6,A  23,A23
NH16-10,368,368
NH17-10,370,370
NH16-12,374,374
TX7A,A 244,A244
NH16-10,369,369
NH17-10,371,371
NH16-12,373,373
LA4,223,223
TX6,A  22,A22
NH16-10,370,370
NH17-10,372,372
NH16-12,372,372
NH17-10,373,373
NH16-10,371,371
NH16-10,319,319
NH16-12,371,371
TX7A,A 243,A243
TX6,A  21,A21
NH16-10,372,372
NH17-10,374,374
NH16-10,318,318
NH16-12,370,370
NH16-10,373,373
NH17-10,375,375
NH16-10,317,317
NH16-12,369,369
NH16-10,316,316
NH16-10,374,374
NH17-10,376,376
TX6,388,388
TX7A,A 242,A242
NH16-12,368,368
LA8A,154,154
NH16-10,375,375
NH17-10,377,377
NH16-12,367,367
LA8A,153,153
NH16-10,376,376
NH16-12,366,366
TX6,389,389
LA8A,152,152
NH16-10,377,377
TX7A,A 241,A241
NH16-12,365,365
NH16-10,378,378
NH16-12,364,364
TX6,390,390
NH16-10,379,379
NH16-12,363,363
NH16-10,380,380
NH16-12,362,362
TX7A,A 240,A240
LA6,154,154
NH16-10,381,381
NH16-12,361,361
TX6,391,391
LA6,153,153
NH16-10,382,382
NH16-12,360,360
LA6,152,152
LA6,151,151
NH16-10,383,383
NH16-12,359,359
LA6,150,150
NH16-10,384,384
TX7A,A 239,A239
NH16-12,358,358
TX6,392,392
LA6,149,149
NH16-10,385,385
LA6,148,148
NH16-12,357,357
LA6,147,147
NH16-10,386,386
NH16-12,356,356
LA6,146,146
NH16-10,387,387
NH16-12,355,355
TX6,393,393
NH16-10,388,388
NH16-12,354,354
TX7A,A 238,A238
NH16-10,389,389
NH16-12,353,353
NH16-10,390,390
NH16-11,393,393
TX6,394,394
NH16-10,391,391
NH16-11,392,392
NH16-10,392,392
NH16-11,391,391
NH16-10,393,393
NH16-11,390,390
TX7,A 128,A128
NH16-11,353,353
NH16-11,389,389
TX6,395,395
NH16-11,354,354
NH16-11,388,388
NH16-11,355,355
NH16-11,387,387
LA6,145,145
NH16-11,356,356
NH16-11,386,386
LA6,144,144
NH16-11,357,357
NH16-11,385,385
LA6,143,143
LA2,227,227
NH16-11,358,358
NH16-11,384,384
LA6,142,142
NH16-11,359,359
NH16-11,383,383
TX7,A 129,A129
TX5,396,396
LA6,141,141
NH16-11,360,360
NH16-11,382,382
LA5,187,187
LA2,228,228
NH16-11,361,361
NH16-11,381,381
LA5,186,186
NH16-11,362,362
NH16-11,380,380
LA5,185,185
NH16-11,363,363
NH16-11,379,379
NH16-11,364,364
NH16-11,378,378
LA5,184,184
LA2,229,229
NH16-11,365,365
NH16-11,377,377
LA5,183,183
NH16-11,366,366
NH16-11,376,376
NH16-11,367,367
LA5,182,182
NH16-11,375,375
NH16-11,368,368
NH16-11,374,374
NH16-11,369,369
NH16-11,373,373
LA5,181,181
NH16-11,370,370
NH16-11,371,371
NH16-11,372,372
LA5,180,180
LA5,179,179
LA5,178,178
LA2,230,230
TX5,397,397
LA5,177,177
LA5,176,176
TX7,A 130,A130
LA2,231,231
NH16-10,320,320
LA2,232,232
LA1B,445,445
LA9A,96,96
TX5,398,398
LA2,233,233
LA9A,95,95
LA2,234,234
LA1B,446,446
LA2,235,235
TX7,A 131,A131
TX5,399,399
LA1B,447,447
LA1B,448,448
TX5,400,400
TX7,A 132,A132
LA1B,449,449
LA1B,450,450
TX5,401,401
LA1B,451,451
TX7,A 133,A133
LA1B,452,452
TX5,402,402
LA1B,453,453
LA1B,454,454
LA3,241,241
TX7,A 134,A134
LA3,240,240
LA1B,455,455
LA3,239,239
LA3,238,238
LA1B,456,456
LA3,237,237
NH15-12,350,350
TX7,A 135,A135
LA1B,457,457
LA3,236,236
NH15-12,347,347
,,
LA3,235,235
LA7A,88,88
NH17-10,309,309
LA3,234,234
NH15-12,349,349
LA3,233,233
LA3,232,232
NH15-12,348,348
TX7,A 136,A136
NH17-10,310,310
NH16-12,346,346
NH16-10,309,309
NH17-10,311,311
NH16-12,345,345
TX7,A 137,A137
NH16-10,310,310
NH17-10,312,312
NH16-12,344,344
NH16-10,311,311
NH17-10,313,313
TX7,A 138,A138
NH16-12,343,343
NH16-10,312,312
NH17-10,314,314
NH16-12,342,342
NH16-10,313,313
TX7,A 139,A139
NH17-10,315,315
NH16-12,341,341
LA4,221,221
LA4,220,220
LA4,219,219
LA4,218,218
LA4,217,217
NH17-10,316,316
LA4,216,216
NH16-12,340,340
LA4,215,215
LA4,214,214
LA4,213,213
LA3A,70,70
LA4,212,212
LA3A,69,69
TX7,A 140,A140
LA3A,68,68
LA3A,67,67
NH17-10,317,317
NH16-12,339,339
LA3A,66,66
LA3A,65,65
LA3A,64,64
NH17-10,318,318
NH16-12,338,338
TX6,A  15,A15
LA4,222,222
NH17-10,319,319
NH16-12,337,337
NH17-10,320,320
TX6,A  16,A16
NH16-12,336,336
NH17-10,321,321
NH16-12,335,335
TX6,A  17,A17
NH17-10,322,322
NH16-12,334,334
NH16-10,321,321
NH17-10,323,323
NH16-12,333,333
TX6,A  18,A18
NH16-10,322,322
NH17-10,324,324
NH16-12,332,332
NH16-10,323,323
NH17-10,325,325
NH16-12,331,331
TX6,A  19,A19
NH16-10,324,324
NH17-10,326,326
LA8A,146,146
NH16-12,330,330
TX7A,A 231,A231
LA8A,147,147
NH16-10,325,325
NH17-10,327,327
NH16-12,329,329
LA8A,148,148
TX6,A  20,A20
NH17-10,328,328
NH16-10,326,326
NH16-12,328,328
LA8A,149,149
NH17-10,329,329
NH16-10,327,327
NH16-12,327,327
TX7A,A 232,A232
LA8A,150,150
TX6,387,387
NH16-10,328,328
NH17-10,330,330
LA8A,151,151
NH16-12,326,326
NH16-10,269,269
NH17-10,331,331
NH16-10,329,329
NH16-12,325,325
NH16-10,268,268
NH16-10,330,330
NH17-10,332,332
TX7A,A 233,A233
TX6,386,386
NH16-12,324,324
NH16-10,267,267
NH16-10,331,331
NH16-12,323,323
LA6,132,132
NH16-10,332,332
NH16-12,322,322
TX6,385,385
LA6,133,133
NH16-10,333,333
TX7A,A 234,A234
LA6,134,134
NH16-12,321,321
LA6,135,135
NH16-10,334,334
NH16-12,320,320
LA6,136,136
TX6,384,384
LA6,137,137
NH16-10,335,335
NH16-12,319,319
LA6,138,138
LA6,139,139
NH16-10,336,336
NH16-12,318,318
TX7A,A 235,A235
LA6,140,140
NH16-10,337,337
NH16-12,317,317
TX6,383,383
NH16-10,338,338
NH16-12,316,316
NH16-10,339,339
LA6,108,108
NH16-12,315,315
LA6,109,109
TX7A,A 236,A236
NH16-10,340,340
TX6,382,382
NH16-12,314,314
LA6,110,110
LA6,111,111
NH16-10,341,341
NH16-12,313,313
LA6,112,112
LA5,164,164
NH16-10,342,342
LA5,165,165
NH16-12,312,312
LA5,166,166
LA5,167,167
NH16-10,343,343
LA5,168,168
NH16-12,311,311
TX6,381,381
LA5,169,169
LA5,170,170
LA5,171,171
LA5,172,172
LA5,173,173
NH16-10,344,344
LA5,174,174
LA5,175,175
TX7A,A 237,A237
NH16-12,310,310
NH16-10,345,345
NH16-12,309,309
LA2,226,226
NH16-10,346,346
NH16-11,349,349
TX6,380,380
LA2,225,225
NH16-10,347,347
NH16-11,348,348
NH16-10,348,348
NH16-11,347,347
LA2,224,224
NH16-10,349,349
TX7,A 127,A127
NH16-11,346,346
NH16-10,277,277
LA2,223,223
NH16-11,309,309
NH16-11,345,345
TX6,379,379
NH16-11,310,310
NH16-11,344,344
LA2,222,222
LA9A,92,92
NH16-11,311,311
NH16-11,343,343
NH16-11,312,312
NH16-11,342,342
LA2,221,221
NH16-11,313,313
NH16-11,341,341
LA1A,444,444
LA9A,93,93
NH16-11,314,314
NH16-11,340,340
LA2,220,220
TX7,A 126,A126
NH16-11,315,315
TX5,378,378
NH16-11,339,339
LA9A,94,94
NH16-11,316,316
NH16-11,338,338
LA2,219,219
NH16-11,317,317
NH16-11,337,337
LA1A,443,443
LA2,218,218
NH16-11,318,318
NH16-11,336,336
NH16-11,319,319
NH16-11,335,335
NH16-11,320,320
NH16-11,334,334
NH16-11,321,321
NH16-11,333,333
NH16-11,322,322
NH16-11,332,332
NH16-11,323,323
NH16-11,331,331
NH16-11,324,324
NH16-11,330,330
NH16-11,325,325
NH16-11,329,329
LA1A,442,442
NH16-11,326,326
NH16-11,327,327
NH16-11,328,328
TX5,377,377
TX7,A 125,A125
LA1A,441,441
LA1A,440,440
TX5,376,376
LA1A,439,439
TX7,A 124,A124
TX5,375,375
LA1A,438,438
LA1A,437,437
TX5,374,374
LA1A,436,436
TX7,A 123,A123
LA1A,435,435
LA3,222,222
NH16-10,266,266
LA3,223,223
NH16-10,265,265
LA1A,434,434
NH15-12,306,306
LA3,224,224
TX7,A 122,A122
LA3,225,225
LA1A,433,433
NH15-12,305,305
LA3,226,226
NH15-12,304,304
LA1,286,286
LA3,227,227
LA7A,87,87
LA3,228,228
LA7A,86,86
LA3,229,229
LA3,230,230
TX7,A 121,A121
LA3,231,231
TX7,A 120,A120
NH17-10,265,265
TX7,A 119,A119
NH17-10,266,266
NH16-12,302,302
NH17-10,267,267
NH16-12,301,301
LA4,201,201
TX7,A 118,A118
LA4,202,202
NH17-10,268,268
LA4,203,203
LA4,204,204
NH16-12,300,300
LA4,205,205
LA4,206,206
LA4,207,207
LA4,208,208
LA4,209,209
LA4,210,210
LA4,211,211
NH17-10,269,269
TX7,A 117,A117
NH16-12,299,299
LA3A,57,57
LA3A,58,58
LA3A,59,59
LA3A,60,60
NH17-10,270,270
NH16-12,298,298
LA3A,61,61
LA3A,62,62
LA3A,63,63
TX7,A 116,A116
NH17-10,271,271
NH16-12,297,297
NH17-10,272,272
NH16-12,296,296
TX7,A 115,A115
NH17-10,273,273
NH16-12,295,295
NH17-10,274,274
NH16-12,294,294
TX6,A  14,A14
NH17-10,275,275
NH16-12,293,293
NH17-10,276,276
TX6,A  13,A13
NH16-12,292,292
NH17-10,277,277
NH16-12,291,291
TX6,A  12,A12
NH17-10,278,278
NH16-12,290,290
LA8A,145,145
NH17-10,279,279
NH16-12,289,289
LA8A,144,144
TX6,A  11,A11
LA8A,143,143
NH16-10,278,278
NH17-10,280,280
NH16-12,288,288
LA8A,142,142
NH16-10,279,279
NH17-10,281,281
NH16-12,287,287
LA8A,141,141
TX6,A  10,A10
NH16-10,280,280
NH17-10,282,282
LA8A,140,140
NH16-12,286,286
LA8A,139,139
NH16-10,281,281
NH17-10,283,283
NH16-12,285,285
LA8A,138,138
TX6,354,354
TX7A,A 230,A230
NH16-10,282,282
NH17-10,284,284
NH16-12,284,284
LA8A,137,137
NH16-10,283,283
NH17-10,285,285
NH16-12,283,283
TX7A,A 229,A229
LA6,131,131
TX6,355,355
NH17-10,286,286
NH16-10,284,284
LA6,130,130
NH16-12,282,282
LA6,129,129
NH16-10,285,285
NH17-10,287,287
LA6,128,128
NH16-12,281,281
LA6,127,127
TX7A,A 228,A228
NH16-10,286,286
NH17-10,288,288
TX6,356,356
NH16-12,280,280
LA6,107,107
LA6,103,103
LA6,106,106
LA6,102,102
NH16-10,287,287
LA6,105,105
NH16-12,279,279
LA6,101,101
LA6,104,104
LA6,100,100
LA6,99,99
NH16-10,288,288
NH16-12,278,278
LA5,163,163
TX6,357,357
LA5,162,162
LA5,161,161
TX7A,A 227,A227
NH16-10,289,289
LA5,160,160
NH16-12,277,277
LA5,159,159
LA5,158,158
LA5,157,157
LA5,156,156
LA5,155,155
LA5,154,154
LA5,153,153
NH16-10,290,290
LA5,152,152
NH16-12,276,276
TX6,358,358
NH16-10,291,291
NH16-12,275,275
NH16-10,292,292
NH16-12,274,274
TX7A,A 226,A226
NH16-10,293,293
NH16-12,273,273
TX6,359,359
NH16-10,294,294
NH16-12,272,272
LA2,209,209
NH16-10,295,295
NH16-12,271,271
TX7A,A 225,A225
LA2,210,210
NH16-10,296,296
TX6,360,360
NH16-12,270,270
NH16-10,297,297
LA2,211,211
NH16-12,269,269
LA9A,91,91
NH16-10,298,298
NH16-12,268,268
LA2,212,212
